Date,City,Region,Category,SubCategory,Sales,Quantity,Profit
09-05-2016,Johnson City,South,Office Supplies,Binders,86.058,7,-63.1092
09-05-2016,Johnson City,South,Technology,Phones,108.784,2,6.799
09-05-2016,Johnson City,South,Office Supplies,Paper,10.272,3,3.21
10/28/2016,Tampa,South,Office Supplies,Binders,38.19,5,-26.733
04-05-2014,Decatur,Central,Office Supplies,Storage,49.632,4,3.7224
04-05-2014,Decatur,Central,Office Supplies,Storage,52.096,4,3.9072
6/15/2015,Gilbert,West,Office Supplies,Paper,9.568,2,2.99
6/15/2015,Gilbert,West,Office Supplies,Storage,82.368,2,-19.5624
6/15/2015,Gilbert,West,Furniture,Furnishings,364.704,6,-36.4704
6/15/2015,Gilbert,West,Furniture,Furnishings,40.256,4,11.0704
07-05-2014,Knoxville,South,Office Supplies,Art,4.368,3,0.3822
1/29/2017,Chicago,Central,Office Supplies,Binders,12.128,4,-20.6176
03-03-2016,Bloomington,Central,Technology,Phones,134.85,3,37.758
06-02-2014,Roswell,South,Office Supplies,Art,8.56,2,2.6536
06-02-2014,Roswell,South,Technology,Phones,239.97,3,67.1916
06-02-2014,Roswell,South,Office Supplies,Storage,356.94,2,107.082
11/24/2016,Los Angeles,West,Technology,Accessories,659.9,2,217.767
11/24/2016,Los Angeles,West,Furniture,Chairs,1684.752,6,210.594
11/24/2016,Los Angeles,West,Technology,Accessories,559.92,8,190.3728
11-10-2016,Houston,Central,Technology,Accessories,279.944,7,48.9902
11/22/2014,Bolingbrook,Central,Office Supplies,Binders,9.98,5,-16.467
05-01-2017,Texarkana,South,Technology,Accessories,48.9,5,18.093
12-07-2017,San Antonio,Central,Office Supplies,Fasteners,3.552,3,1.2432
12-07-2017,San Antonio,Central,Office Supplies,Paper,15.552,3,5.4432
11/30/2017,Edinburg,Central,Office Supplies,Fasteners,2.368,2,0.8288
12-07-2017,Toledo,East,Technology,Accessories,127.984,2,25.5968
01-03-2015,Baytown,Central,Office Supplies,Paper,10.368,2,3.6288
11/14/2015,Philadelphia,East,Technology,Accessories,47.984,2,-1.1996
10-02-2015,Los Angeles,West,Office Supplies,Storage,270.34,14,75.6952
04-05-2015,Philadelphia,East,Office Supplies,Appliances,98.112,7,18.396
04-05-2015,Philadelphia,East,Office Supplies,Storage,563.808,4,21.1428
04-05-2015,Philadelphia,East,Office Supplies,Binders,10.428,4,-6.952
04-05-2015,Philadelphia,East,Furniture,Furnishings,547.136,4,-68.392
04-05-2015,Philadelphia,East,Technology,Phones,14.85,5,-3.2175
04-05-2015,Philadelphia,East,Technology,Phones,41.988,2,-9.7972
04-05-2015,Philadelphia,East,Furniture,Furnishings,7.584,1,2.37
04-05-2015,Philadelphia,East,Furniture,Bookcases,352.45,5,-211.47
06-05-2017,Pearland,Central,Technology,Phones,470.376,3,52.9173
9/18/2017,New York City,East,Office Supplies,Paper,19.44,3,9.3312
9/18/2017,New York City,East,Furniture,Furnishings,9.82,2,3.2406
7/18/2017,Phoenix,West,Furniture,Tables,801.6,5,-448.896
7/18/2017,Phoenix,West,Furniture,Chairs,161.568,2,10.098
7/18/2017,Phoenix,West,Office Supplies,Paper,16.096,2,5.2312
7/18/2017,Phoenix,West,Office Supplies,Binders,7.656,4,-6.1248
7/18/2017,Phoenix,West,Furniture,Chairs,311.976,3,-42.8967
12-01-2015,Chesapeake,South,Office Supplies,Storage,61.68,4,16.6536
12-01-2015,Chesapeake,South,Office Supplies,Binders,63.96,4,30.7008
6/28/2016,Chicago,Central,Technology,Phones,359.976,3,35.9976
8/28/2017,Chicago,Central,Office Supplies,Paper,25.344,6,7.92
8/28/2017,Chicago,Central,Office Supplies,Paper,26.72,5,9.352
9/17/2014,Seattle,West,Office Supplies,Storage,30.28,2,1.2112
9/17/2014,Seattle,West,Office Supplies,Storage,57.93,3,16.2204
9/17/2014,Seattle,West,Furniture,Furnishings,35.34,2,13.4292
9/17/2014,Seattle,West,Office Supplies,Binders,137.24,5,46.3185
3/14/2016,Harlingen,Central,Furniture,Bookcases,241.332,5,-14.196
3/14/2016,Harlingen,Central,Office Supplies,Paper,5.184,1,1.8792
3/14/2016,Harlingen,Central,Office Supplies,Art,145.544,7,16.3737
8/26/2016,Philadelphia,East,Office Supplies,Art,5.472,3,1.6416
8/26/2016,Philadelphia,East,Technology,Accessories,47.984,2,13.1956
09-02-2017,Bakersfield,West,Office Supplies,Art,9.4,5,2.726
09-02-2017,Bakersfield,West,Office Supplies,Labels,74,5,37
09-02-2017,Bakersfield,West,Technology,Phones,201.584,2,12.599
6/16/2015,Grand Prairie,Central,Office Supplies,Envelopes,28.752,3,9.3444
6/16/2015,Grand Prairie,Central,Office Supplies,Paper,27.216,3,9.8658
6/16/2015,Grand Prairie,Central,Furniture,Chairs,197.372,2,-25.3764
12-10-2016,Greenwood,Central,Furniture,Chairs,1424.9,5,356.225
5/18/2017,New York City,East,Furniture,Furnishings,14.56,2,6.2608
5/18/2017,New York City,East,Office Supplies,Binders,3.048,1,1.0287
5/27/2017,Memphis,South,Office Supplies,Paper,25.92,5,9.072
6/23/2016,Buffalo,East,Office Supplies,Supplies,835.17,7,16.7034
5/16/2016,Los Angeles,West,Office Supplies,Paper,17.34,3,8.4966
11/18/2017,Homestead,South,Office Supplies,Paper,44.384,1,15.5344
11/18/2017,Homestead,South,Office Supplies,Supplies,2.944,1,-0.6624
11/18/2016,Pasadena,Central,Office Supplies,Art,6.368,2,1.0348
11/18/2016,Pasadena,Central,Office Supplies,Labels,48.848,2,15.8756
11/18/2016,Pasadena,Central,Office Supplies,Paper,19.648,2,6.6312
11/18/2016,Pasadena,Central,Furniture,Chairs,255.108,6,-18.222
11/28/2014,Freeport,East,Office Supplies,Binders,17.248,2,6.0368
03-01-2016,Denver,West,Technology,Phones,159.984,2,13.9986
1/15/2017,Quincy,East,Office Supplies,Paper,12.7,2,5.842
04-04-2014,Detroit,Central,Furniture,Furnishings,5.47,1,2.3521
04-04-2014,Detroit,Central,Office Supplies,Art,79.36,4,23.808
6/26/2016,San Francisco,West,Furniture,Furnishings,22.14,3,6.4206
5/29/2016,Nashville,South,Office Supplies,Binders,11.277,3,-8.6457
5/29/2016,Nashville,South,Office Supplies,Art,4.448,2,0.3336
5/29/2016,Nashville,South,Furniture,Furnishings,44.76,3,14.547
10/19/2015,Detroit,Central,Office Supplies,Binders,38.28,6,17.6088
10/19/2015,Detroit,Central,Technology,Phones,149.95,5,44.985
2/19/2017,Los Angeles,West,Office Supplies,Art,12.84,3,3.4668
2/19/2017,Los Angeles,West,Furniture,Furnishings,44.67,3,12.0609
9/22/2016,Philadelphia,East,Office Supplies,Art,7.872,3,0.8856
11-12-2014,Asheville,South,Office Supplies,Art,7.872,3,0.8856
04-01-2016,New York City,East,Office Supplies,Art,88.04,4,22.8904
5/20/2016,Colorado Springs,West,Office Supplies,Binders,40.635,7,-32.508
06-01-2015,San Antonio,Central,Office Supplies,Binders,5.728,8,-9.1648
06-01-2015,San Antonio,Central,Office Supplies,Paper,42.24,10,13.2
11/22/2014,Los Angeles,West,Office Supplies,Paper,53.82,9,24.219
2/22/2015,Sterling Heights,Central,Office Supplies,Art,79.36,4,20.6336
3/29/2016,New York City,East,Office Supplies,Paper,13.48,2,6.74
3/29/2016,New York City,East,Office Supplies,Binders,29.8,5,9.3125
3/29/2016,New York City,East,Furniture,Furnishings,414,8,124.2
3/29/2016,New York City,East,Office Supplies,Binders,41.328,7,14.9814
10/22/2016,Richmond,South,Furniture,Furnishings,39.92,4,11.1776
10-02-2017,Seattle,West,Office Supplies,Fasteners,8.94,3,4.1124
10-02-2017,Seattle,West,Technology,Phones,84.784,2,-20.1362
12/23/2014,New York City,East,Furniture,Tables,53.316,2,-19.5492
12/23/2014,New York City,East,Office Supplies,Appliances,56.52,3,15.8256
12/15/2017,Seattle,West,Furniture,Furnishings,22.77,3,9.7911
07-07-2016,Los Angeles,West,Furniture,Chairs,287.968,4,-3.5996
07-07-2016,Los Angeles,West,Technology,Copiers,2799.96,5,944.9865
07-07-2016,Los Angeles,West,Office Supplies,Paper,48.94,1,24.47
4/17/2016,Lakewood,West,Furniture,Bookcases,257.499,3,24.2352
04-08-2017,Plainfield,East,Office Supplies,Storage,2591.56,4,621.9744
04-08-2017,Plainfield,East,Office Supplies,Appliances,41.95,5,10.4875
4/17/2016,Columbia,South,Furniture,Furnishings,79.12,5,13.846
11/25/2014,Woonsocket,East,Furniture,Furnishings,52.96,2,20.1248
11-03-2014,Lancaster,East,Office Supplies,Supplies,286.344,3,-64.4274
05-01-2015,Tampa,South,Furniture,Furnishings,63.552,3,14.2992
05-01-2015,Tampa,South,Office Supplies,Supplies,41.376,3,4.6548
05-01-2015,Tampa,South,Office Supplies,Art,172.704,6,10.794
03-08-2015,Kenosha,Central,Furniture,Bookcases,512.94,3,97.4586
03-08-2015,Kenosha,Central,Furniture,Chairs,860.93,7,189.4046
03-08-2015,Kenosha,Central,Technology,Phones,769.95,5,223.2855
03-08-2015,Kenosha,Central,Office Supplies,Art,14.98,1,4.494
03-08-2015,Kenosha,Central,Furniture,Furnishings,373.08,6,82.0776
7/17/2015,Port Saint Lucie,South,Furniture,Bookcases,231.92,5,5.798
10-11-2014,Seattle,West,Furniture,Furnishings,63.47,11,19.041
10-11-2014,Seattle,West,Technology,Accessories,345,5,58.65
03-03-2016,San Antonio,Central,Furniture,Tables,637.896,3,-127.5792
03-03-2016,San Antonio,Central,Technology,Machines,287.91,3,33.5895
03-03-2016,San Antonio,Central,Office Supplies,Envelopes,36.6,3,11.895
12-10-2015,Roswell,South,Office Supplies,Art,1.78,1,0.4984
12-10-2015,Roswell,South,Office Supplies,Paper,25.92,4,12.4416
12-10-2015,Roswell,South,Technology,Accessories,101.94,6,21.4074
12/18/2015,Louisville,West,Office Supplies,Art,6.848,2,0.5992
01-01-2017,Los Angeles,West,Furniture,Furnishings,474.43,11,199.2606
11/21/2017,Philadelphia,East,Office Supplies,Paper,8.448,2,2.64
11/21/2017,Philadelphia,East,Office Supplies,Storage,39.296,4,3.9296
12/22/2015,Superior,Central,Office Supplies,Art,17.12,4,4.9648
8/23/2015,Atlanta,South,Office Supplies,Appliances,542.94,3,152.0232
8/23/2015,Atlanta,South,Office Supplies,Labels,8.64,3,4.2336
8/23/2015,Atlanta,South,Office Supplies,Paper,193.8,5,94.962
8/23/2015,Atlanta,South,Office Supplies,Paper,21.4,5,9.63
8/23/2015,Atlanta,South,Office Supplies,Paper,97.88,2,48.94
8/23/2015,Atlanta,South,Technology,Accessories,251.91,9,47.8629
8/23/2015,Atlanta,South,Office Supplies,Appliances,25.86,3,6.7236
6/22/2014,Chester,East,Furniture,Chairs,170.058,3,-4.8588
6/22/2014,Chester,East,Technology,Phones,82.782,3,-15.1767
6/22/2014,Chester,East,Furniture,Chairs,853.93,5,0
10/27/2017,San Francisco,West,Furniture,Bookcases,556.665,5,6.549
10/27/2017,San Francisco,West,Technology,Phones,95.84,4,34.742
08-11-2017,Bedford,Central,Office Supplies,Paper,29.664,4,10.0116
08-11-2017,Bedford,Central,Office Supplies,Art,9.184,7,2.87
08-11-2017,Bedford,Central,Technology,Phones,153.584,2,13.4386
08-11-2017,Bedford,Central,Office Supplies,Binders,12.864,8,-22.512
12/24/2017,Lafayette,South,Technology,Machines,479.97,3,239.985
12/24/2017,Lafayette,South,Furniture,Chairs,232.88,4,60.5488
9/26/2016,Covington,West,Office Supplies,Appliances,236.88,6,66.3264
9/26/2016,Covington,West,Office Supplies,Paper,29.9,5,14.651
9/26/2016,Covington,West,Technology,Accessories,100,4,21
12-12-2016,Lorain,East,Office Supplies,Binders,18.693,3,-14.3313
12-12-2016,Lorain,East,Technology,Accessories,383.952,6,76.7904
12/28/2015,Chicago,Central,Office Supplies,Storage,24.816,2,1.551
12/29/2014,San Francisco,West,Furniture,Furnishings,24.9,5,8.217
12/29/2014,San Francisco,West,Office Supplies,Paper,21.12,4,9.504
12/29/2014,San Francisco,West,Technology,Machines,767.952,6,287.982
12/29/2014,San Francisco,West,Office Supplies,Binders,14.352,3,4.6644
12/29/2014,San Francisco,West,Technology,Phones,191.976,3,19.1976
12/29/2014,San Francisco,West,Office Supplies,Labels,274.77,9,126.3942
12/29/2014,San Francisco,West,Furniture,Furnishings,70.56,6,23.9904
6/25/2015,San Francisco,West,Furniture,Furnishings,204.85,5,57.358
04-02-2015,Houston,Central,Office Supplies,Binders,9.156,3,-13.734
10/21/2017,Chicago,Central,Office Supplies,Appliances,23.992,2,-62.3792
7/16/2015,New York City,East,Office Supplies,Paper,80.88,3,39.6312
7/16/2015,New York City,East,Technology,Accessories,599.9,10,191.968
6/24/2017,New York City,East,Furniture,Furnishings,276.69,3,49.8042
6/24/2017,New York City,East,Furniture,Chairs,172.764,2,32.6332
9/29/2014,Philadelphia,East,Office Supplies,Art,4.224,3,1.4784
9/29/2014,Philadelphia,East,Furniture,Tables,409.272,2,-81.8544
9/29/2014,Philadelphia,East,Office Supplies,Labels,55.44,11,18.018
9/29/2014,Philadelphia,East,Office Supplies,Paper,20.928,4,6.8016
9/29/2014,Philadelphia,East,Office Supplies,Storage,1801.632,6,-337.806
9/29/2014,Philadelphia,East,Furniture,Tables,67.176,1,-20.1528
11/24/2014,Chicago,Central,Office Supplies,Storage,646.2,5,-8.0775
11/20/2015,Oakland,West,Technology,Phones,72.744,7,-15.4581
11/20/2015,Oakland,West,Furniture,Chairs,572.16,3,35.76
11-01-2016,Chicago,Central,Technology,Accessories,68.112,3,17.8794
9/17/2015,Seattle,West,Office Supplies,Binders,25.032,3,7.8225
03-10-2016,Philadelphia,East,Technology,Accessories,39.992,1,7.4985
6/23/2014,Concord,South,Office Supplies,Art,20.016,9,1.7514
6/23/2014,Concord,South,Office Supplies,Supplies,3.104,1,0.3492
11-01-2014,Charlotte,South,Office Supplies,Fasteners,7.52,5,1.41
11-01-2014,Charlotte,South,Office Supplies,Art,10.272,3,0.8988
11-01-2014,Charlotte,South,Office Supplies,Labels,47.808,12,15.5376
11-01-2014,Charlotte,South,Technology,Phones,978.84,9,110.1195
8/28/2016,Dallas,Central,Office Supplies,Binders,13.14,9,-21.681
8/28/2016,Dallas,Central,Office Supplies,Binders,10.024,4,-16.5396
8/28/2016,Dallas,Central,Furniture,Bookcases,156.3728,2,-52.8908
12-06-2015,Indianapolis,Central,Technology,Copiers,999.98,2,449.991
9/24/2015,Broken Arrow,Central,Technology,Phones,821.94,6,213.7044
11/15/2017,Miramar,South,Furniture,Furnishings,220.064,4,55.016
11/15/2017,Miramar,South,Furniture,Furnishings,339.136,4,0
12/19/2015,Omaha,Central,Office Supplies,Binders,7.04,2,3.3088
12/19/2015,Omaha,Central,Office Supplies,Fasteners,5.04,4,0.2016
12/19/2015,Omaha,Central,Office Supplies,Paper,116.28,3,56.9772
12/21/2015,Jacksonville,South,Technology,Phones,47.976,3,4.7976
9/25/2016,Tigard,West,Office Supplies,Paper,60.048,9,22.518
9/25/2016,Tigard,West,Office Supplies,Binders,5.022,1,-3.5154
6/24/2017,Decatur,Central,Office Supplies,Binders,182.994,3,-320.2395
6/24/2017,Decatur,Central,Office Supplies,Paper,10.272,3,3.21
09-07-2017,Phoenix,West,Office Supplies,Binders,7.857,3,-6.0237
08-04-2016,Sacramento,West,Technology,Phones,302.384,2,30.2384
08-04-2016,Sacramento,West,Office Supplies,Binders,20.952,3,7.0713
08-04-2016,Sacramento,West,Office Supplies,Binders,11.784,3,3.9771
8/19/2014,Jonesboro,South,Furniture,Bookcases,638.82,9,172.4814
04-01-2016,New York City,East,Office Supplies,Labels,20.7,2,9.936
04-01-2016,New York City,East,Office Supplies,Supplies,10.95,3,3.285
04-01-2016,New York City,East,Office Supplies,Binders,14.352,3,4.6644
5/16/2017,Akron,East,Office Supplies,Storage,221.024,2,-55.256
8/24/2015,Florence,South,Technology,Machines,3080,7,1416.8
8/24/2015,Florence,South,Technology,Accessories,79.96,4,18.3908
8/24/2015,Florence,South,Technology,Phones,587.97,3,170.5113
9/23/2014,Minneapolis,Central,Office Supplies,Paper,32.4,5,15.552
9/23/2014,Minneapolis,Central,Office Supplies,Storage,404.9,5,16.196
9/23/2014,Minneapolis,Central,Office Supplies,Binders,9449.95,5,4630.4755
9/23/2014,Minneapolis,Central,Office Supplies,Binders,12.94,2,6.47
6/19/2017,Houston,Central,Office Supplies,Appliances,2.264,1,-5.2072
6/19/2017,Houston,Central,Office Supplies,Appliances,0.444,1,-1.11
6/19/2017,Houston,Central,Office Supplies,Paper,146.176,8,47.5072
12/21/2017,Fremont,Central,Furniture,Furnishings,15.92,2,7.0048
08-07-2017,San Diego,West,Technology,Phones,159.96,5,17.9955
08-07-2017,San Diego,West,Office Supplies,Binders,13.76,2,4.644
8/22/2016,Houston,Central,Office Supplies,Binders,4.312,2,-6.8992
09-07-2015,New York City,East,Office Supplies,Storage,13.96,2,0.2792
09-07-2015,New York City,East,Furniture,Tables,27.414,3,-14.1639
12/25/2015,Detroit,Central,Technology,Phones,73.98,2,19.9746
12/25/2015,Detroit,Central,Furniture,Bookcases,160.98,1,20.9274
12/25/2015,Detroit,Central,Office Supplies,Paper,17.34,3,8.4966
12/25/2015,Detroit,Central,Office Supplies,Art,3.28,1,0.9512
05-02-2015,Houston,Central,Office Supplies,Labels,8.856,3,2.9889
05-02-2015,Houston,Central,Technology,Phones,158.376,3,13.8579
11/24/2016,Seattle,West,Office Supplies,Binders,1219.96,5,381.2375
11/24/2015,Los Angeles,West,Office Supplies,Binders,3.168,2,0.99
11/24/2015,Los Angeles,West,Office Supplies,Paper,19.44,3,9.3312
11/24/2015,Los Angeles,West,Office Supplies,Storage,454.86,7,54.5832
11/24/2015,Los Angeles,West,Office Supplies,Binders,91.392,8,29.7024
09-04-2017,Philadelphia,East,Technology,Accessories,19.04,4,-1.428
05-11-2017,Seattle,West,Office Supplies,Paper,37.44,6,16.848
05-11-2017,Seattle,West,Office Supplies,Labels,37.59,3,17.6673
05-11-2017,Seattle,West,Office Supplies,Binders,26.032,2,9.4366
05-11-2014,Watertown,East,Office Supplies,Appliances,35.91,3,9.6957
7/27/2017,Jacksonville,South,Furniture,Furnishings,91.032,3,-2.2758
05-06-2017,Arlington,South,Office Supplies,Art,54.66,6,18.0378
9/19/2014,Charlotte,South,Office Supplies,Storage,67.344,6,7.5762
9/19/2014,Charlotte,South,Technology,Machines,2624.985,3,-944.9946
3/29/2015,Seattle,West,Office Supplies,Appliances,73.28,4,21.2512
11/18/2014,Chicago,Central,Office Supplies,Binders,14.48,5,-23.892
07-02-2015,Hollywood,South,Office Supplies,Paper,11.952,3,4.0338
07-02-2015,Hollywood,South,Office Supplies,Paper,15.552,3,5.6376
09-08-2014,Chesapeake,South,Office Supplies,Fasteners,45,9,21.6
09-08-2014,Chesapeake,South,Technology,Machines,209.97,3,90.2871
10-02-2017,Los Angeles,West,Office Supplies,Binders,112.12,5,42.045
10-02-2017,Los Angeles,West,Office Supplies,Storage,1575.14,7,204.7682
11/19/2017,Alexandria,South,Office Supplies,Fasteners,25.06,7,12.53
12/30/2016,Deer Park,Central,Office Supplies,Binders,6.924,6,-10.386
12-01-2017,Philadelphia,East,Office Supplies,Storage,37.392,3,2.337
12-01-2017,Philadelphia,East,Furniture,Furnishings,79.12,5,13.846
6/13/2016,Wichita,Central,Office Supplies,Labels,18.9,3,8.694
5/19/2014,Midland,Central,Office Supplies,Binders,57.42,9,26.4132
1/30/2017,San Francisco,West,Office Supplies,Art,12.74,7,5.733
1/30/2017,San Francisco,West,Office Supplies,Art,8.82,3,2.3814
1/30/2017,San Francisco,West,Furniture,Chairs,120.784,1,-13.5882
11/28/2015,Freeport,East,Furniture,Furnishings,322.59,3,64.518
10/23/2017,Austin,Central,Office Supplies,Binders,9.762,3,-15.1311
10/23/2017,Austin,Central,Office Supplies,Storage,13.72,1,1.2005
10/23/2017,Austin,Central,Technology,Accessories,55.2,1,-2.07
10/23/2017,Austin,Central,Office Supplies,Storage,259.136,4,-58.3056
09-07-2017,Philadelphia,East,Office Supplies,Labels,29.24,5,9.8685
09-07-2017,Philadelphia,East,Office Supplies,Paper,15.552,3,5.4432
09-07-2017,Philadelphia,East,Office Supplies,Envelopes,4.896,3,1.6524
12/29/2016,Bristol,South,Office Supplies,Binders,38.088,4,-27.9312
12/29/2016,Bristol,South,Office Supplies,Binders,2.808,3,-1.9656
12-05-2015,Philadelphia,East,Technology,Accessories,47.984,2,0.5998
12-05-2015,Philadelphia,East,Office Supplies,Binders,26.064,6,-19.9824
11-01-2014,Chicago,Central,Office Supplies,Paper,15.696,3,5.1012
4/16/2016,Columbus,South,Office Supplies,Art,12.84,3,3.7236
5/14/2017,New York City,East,Technology,Phones,539.97,3,134.9925
5/14/2017,New York City,East,Office Supplies,Storage,22.58,2,5.8708
3/14/2015,Dover,East,Office Supplies,Labels,16.52,4,7.5992
3/14/2015,Dover,East,Office Supplies,Binders,671.94,3,315.8118
1/14/2017,Aurora,West,Technology,Accessories,169.064,7,-14.7931
1/14/2017,Aurora,West,Office Supplies,Storage,168.624,9,14.7546
03-08-2015,Long Beach,East,Office Supplies,Paper,19.44,3,9.3312
10-11-2014,Pasadena,West,Office Supplies,Storage,31.92,4,8.2992
10-11-2014,Pasadena,West,Furniture,Chairs,433.568,2,-65.0352
4/13/2015,Mesa,West,Office Supplies,Paper,31.104,6,10.8864
4/13/2015,Mesa,West,Office Supplies,Paper,54.816,3,17.8152
11/16/2017,Fresno,West,Office Supplies,Storage,48.86,7,0.9772
07-01-2016,Columbia,South,Office Supplies,Binders,14.2,2,6.532
07-01-2016,Columbia,South,Office Supplies,Paper,12.96,2,6.2208
07-01-2016,Columbia,South,Office Supplies,Binders,58.34,2,28.0032
11/29/2015,Santa Ana,West,Office Supplies,Art,56.3,2,15.764
04-07-2014,Columbia,South,Technology,Phones,629.95,5,163.787
04-07-2014,Columbia,South,Office Supplies,Paper,122.97,3,60.2553
6/16/2016,Los Angeles,West,Office Supplies,Paper,46.35,5,21.7845
03-06-2017,San Francisco,West,Office Supplies,Binders,14.976,9,5.4288
10-07-2017,Houston,Central,Office Supplies,Binders,4.24,5,-6.36
10-06-2017,New York City,East,Technology,Accessories,319.96,4,115.1856
10-06-2017,New York City,East,Office Supplies,Paper,17.04,3,7.668
10-06-2017,New York City,East,Office Supplies,Storage,344.91,3,10.3473
12-05-2016,Franklin,East,Furniture,Bookcases,81.94,1,20.485
10/21/2016,Baltimore,East,Technology,Accessories,98.16,6,9.816
5/18/2017,Mcallen,Central,Office Supplies,Binders,6.874,7,-10.6547
5/18/2017,Mcallen,Central,Office Supplies,Binders,1.996,1,-3.2934
5/18/2017,Mcallen,Central,Office Supplies,Storage,8.928,2,0.6696
9/26/2016,Iowa City,Central,Office Supplies,Paper,9.99,1,4.4955
11/17/2017,Newark,East,Technology,Copiers,10499.97,3,5039.9856
07-08-2015,Houston,Central,Office Supplies,Paper,21.12,5,6.6
11/16/2015,Boise,West,Furniture,Tables,696.42,2,160.1766
11/16/2015,Boise,West,Technology,Phones,304.776,3,22.8582
6/18/2015,San Diego,West,Office Supplies,Art,51.98,2,15.0742
04-08-2016,Los Angeles,West,Furniture,Furnishings,24.7,5,10.374
4/18/2015,New York City,East,Office Supplies,Labels,21.93,3,10.3071
12-03-2016,Philadelphia,East,Office Supplies,Appliances,394.816,4,93.7688
12-03-2016,Philadelphia,East,Office Supplies,Binders,18.192,4,-14.5536
12-10-2015,New York City,East,Office Supplies,Labels,7.31,1,3.4357
12-10-2015,New York City,East,Technology,Copiers,799.984,2,249.995
12-10-2015,New York City,East,Office Supplies,Paper,41.28,6,18.9888
12-10-2015,New York City,East,Office Supplies,Paper,184.66,7,84.9436
10/31/2014,Cranston,East,Office Supplies,Art,49.25,5,18.715
10/31/2014,Cranston,East,Office Supplies,Paper,10.16,2,4.7752
10/31/2014,Cranston,East,Furniture,Furnishings,14.76,2,4.2804
10/31/2014,Cranston,East,Office Supplies,Binders,34.08,2,15.6768
10/31/2014,Cranston,East,Furniture,Furnishings,17.67,3,7.7748
10/31/2014,Cranston,East,Furniture,Chairs,1604.9,5,481.47
10/31/2014,Cranston,East,Furniture,Tables,385.686,1,-60.6078
12-09-2017,Chicago,Central,Office Supplies,Paper,15.984,2,4.995
05-05-2014,Richmond,South,Office Supplies,Paper,9.42,3,4.239
05-05-2014,Richmond,South,Office Supplies,Art,6.56,2,1.9024
05-05-2014,Richmond,South,Office Supplies,Paper,24.56,2,11.5432
03-04-2016,Mishawaka,Central,Office Supplies,Binders,128.4,3,64.2
11/30/2014,Mount Vernon,East,Office Supplies,Envelopes,62.28,4,29.2716
2/18/2015,Los Angeles,West,Office Supplies,Labels,9.24,3,4.4352
04-01-2017,San Francisco,West,Furniture,Bookcases,482.664,8,85.176
04-01-2017,San Francisco,West,Technology,Machines,4799.984,2,359.9988
06-11-2017,Seattle,West,Office Supplies,Paper,37.94,2,18.2112
06-11-2017,Seattle,West,Office Supplies,Binders,18.288,6,6.6294
06-11-2017,Seattle,West,Technology,Machines,385.8,5,130.2075
06-11-2017,Seattle,West,Office Supplies,Storage,102.96,2,1.0296
06-11-2017,Seattle,West,Furniture,Bookcases,174.42,3,41.8608
9/30/2016,Quincy,Central,Office Supplies,Binders,1.964,2,-3.2406
12/13/2014,Chicago,Central,Furniture,Furnishings,94.428,3,-42.4926
11-11-2017,Urbandale,Central,Office Supplies,Fasteners,45.92,4,21.5824
01-05-2015,Seattle,West,Furniture,Chairs,61.584,1,-6.9282
3/24/2016,Richmond,Central,Office Supplies,Paper,22.48,1,10.3408
07-05-2017,Dallas,Central,Furniture,Furnishings,332.028,9,-348.6294
07-05-2017,Dallas,Central,Office Supplies,Binders,11.394,9,-17.6607
07-05-2017,Dallas,Central,Office Supplies,Paper,15.552,3,5.6376
07-05-2017,Dallas,Central,Office Supplies,Paper,31.104,6,11.2752
07-05-2017,Dallas,Central,Office Supplies,Binders,6.316,1,-10.4214
9/21/2014,Philadelphia,East,Office Supplies,Paper,11.352,3,4.1151
9/21/2014,Philadelphia,East,Office Supplies,Labels,20.808,9,7.0227
7/23/2016,Rockford,Central,Office Supplies,Binders,11.416,4,-18.8364
8/29/2017,Philadelphia,East,Office Supplies,Art,9.408,7,0.7056
3/26/2017,Seattle,West,Office Supplies,Art,19.83,1,5.949
12/29/2017,Grand Rapids,Central,Office Supplies,Paper,209.7,2,100.656
9/20/2014,Los Angeles,West,Office Supplies,Appliances,43.92,4,11.8584
9/20/2014,Los Angeles,West,Office Supplies,Binders,20.232,3,6.5754
04-04-2016,Springfield,South,Technology,Phones,149.97,3,5.9988
04-04-2016,Springfield,South,Office Supplies,Paper,27.81,3,13.0707
3/26/2014,Los Angeles,West,Technology,Accessories,66.3,3,8.619
11/28/2017,Baltimore,East,Office Supplies,Art,1.64,1,0.738
11/28/2017,Baltimore,East,Furniture,Furnishings,1049.2,5,272.792
11/28/2017,Baltimore,East,Furniture,Furnishings,20.9,5,7.524
12-01-2016,Fairfield,East,Office Supplies,Binders,88.08,6,40.5168
12-01-2016,Fairfield,East,Furniture,Chairs,751.92,4,150.384
9/19/2014,New York City,East,Furniture,Chairs,887.103,7,177.4206
10/23/2015,Lakeland,South,Technology,Phones,55.944,7,-13.2867
10/23/2015,Lakeland,South,Office Supplies,Art,10.688,2,2.2712
10/23/2015,Lakeland,South,Technology,Phones,11.824,2,1.0346
10/13/2017,Freeport,Central,Office Supplies,Paper,63.312,3,20.5764
10/13/2017,Freeport,Central,Office Supplies,Binders,96.784,4,-145.176
10/13/2017,Freeport,Central,Furniture,Furnishings,10.476,3,-6.8094
09-04-2015,Medford,West,Office Supplies,Binders,9.762,2,-6.8334
3/14/2016,Seattle,West,Furniture,Chairs,196.784,2,-22.1382
